short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
L. Münst,Leonhard Münst,61,76,19,183,76,FC St. Gallen 1879,Swiss Super League,SUB,Germany,Right,3,2,Medium/Medium,Lean (170-185),No,,61,52,61,61,54,53
S. McGurk,Sean McGurk,61,80,18,173,64,Leeds United,English Premier League,RES,England,Right,3,2,High/Medium,Lean (170-185),No,2100000,72,59,60,61,43,50
Sergio Díaz,Sergio Díaz Sorroche,61,70,23,181,73,FC Cartagena,Spanish Segunda División,RES,Spain,Right,3,1,Medium/Medium,Lean (170-185),No,1100000,,,,,,
Markel Lozano,Markel Lozano Llona,61,65,25,189,80,SD Amorebieta,Spanish Segunda División,RES,Spain,Right,3,2,Medium/High,Normal (185+),No,731000,59,41,61,58,60,69
Oier Luengo,Oier Luengo Redondo,61,67,23,185,82,SD Amorebieta,Spanish Segunda División,RCB,Spain,Right,3,2,Medium/Medium,Normal (185+),No,831000,62,32,43,46,61,67
M. Ouadah,Mohamed Ouadah,61,62,26,175,64,USL Dunkerque,French Ligue 2,SUB,France,Right,3,2,Medium/Medium,Lean (170-185),No,684000,66,49,59,70,36,43
Pedro Teixeira,João Pedro Teixeira Silva,61,74,19,190,76,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,RES,Portugal,Right,2,1,Medium/Medium,Normal (185+),No,1800000,,,,,,
E. Yilmaz,Erhan Yilmaz,61,62,26,175,70,FC Viktoria 1889 Berlin,German 3. Bundesliga,LCM,Germany,Right,3,2,Medium/Medium,Normal (170-185),No,572000,65,51,61,64,37,51
O. Pohlmann,Ole Pohlmann,61,72,20,183,80,Borussia Dortmund II,German 3. Bundesliga,RM,Germany,Right,3,2,High/Low,Normal (170-185),No,1200000,70,54,57,64,30,57
L. Gondou,Luciano Gondou,61,73,20,189,84,Club Atlético Sarmiento,Argentina Primera División,RES,Argentina,Left,2,2,Medium/Medium,Lean (185+),No,1300000,53,61,46,57,25,60
Ander Zoilo,Ander Zoilo Cerdeira,61,69,21,176,70,Real Sociedad B,Spanish Segunda División,RES,Spain,Left,3,2,Medium/Medium,Lean (170-185),No,1200000,71,34,42,59,61,54
Barba,Roberto Barba Castillo,61,70,22,169,62,SD Huesca,Spanish Segunda División,RES,Spain,Left,3,2,Medium/Medium,Normal (170-),No,1300000,64,42,50,61,59,51
R. Friedrich,Robin Friedrich,61,79,18,173,60,RB Leipzig,German 1. Bundesliga,RES,Germany,Right,4,2,Medium/Low,Normal (170-185),No,1900000,67,63,47,59,21,39
P. Sciortino,Paolo Sciortino,61,74,17,177,70,Olympique de Marseille,French Ligue 1,RES,France,Right,3,2,Low/Medium,Lean (170-185),No,1800000,54,40,54,53,61,60
A. Nankishi,Abdenego Nankishi,61,77,18,178,76,SV Werder Bremen,German 2. Bundesliga,SUB,Germany,Right,3,2,Medium/Low,Normal (170-185),No,1800000,86,51,52,67,29,47
L. Varaldo,Lucas Varaldo,61,73,19,176,69,Club Atlético Lanús,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,1300000,64,65,45,58,23,63
G. Manvelyan,Gor Manvelyan,61,75,19,180,68,FC Nantes,French Ligue 1,RES,France,Right,4,2,High/Low,Lean (170-185),No,2000000,73,59,60,67,32,32
L. Martinez,Laureano Martinez,61,72,19,188,85,Club Atlético Talleres,Argentina Primera División,RES,Argentina,Right,3,1,Medium/Medium,Normal (185+),No,1000000,,,,,,
F. Romero,Franco Agustín Romero,61,73,21,177,70,Estudiantes de La Plata,Argentina Primera División,SUB,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,1300000,63,50,58,63,56,59
R. Savage,Remi Savage,61,75,19,185,70,Newcastle United,English Premier League,RES,England,Left,2,2,Medium/Medium,Normal (185+),No,1800000,65,31,51,50,62,61
Fromsa,Fromsa Mateo Lillo Catalá,61,71,20,186,75,FC Cartagena,Spanish Segunda División,RES,Spain,Right,3,2,Medium/Medium,Lean (185+),No,1200000,71,33,46,46,61,60
Ricardinho,Ricardo Jorge Oliveira António,61,67,22,178,73,Santa Clara,Portuguese Liga ZON SAGRES,RES,Portugal,Right,2,2,Medium/Medium,Lean (170-185),No,1200000,66,49,59,67,38,51
S. Ben Seghir,Salim Ben Seghir,61,76,18,174,57,Olympique de Marseille,French Ligue 1,SUB,France,Right,4,2,Medium/Medium,Lean (170-185),No,1900000,70,63,55,68,28,36
F. Álvarez,Fernando Álvarez,61,76,17,186,81,Pachuca,Mexican Liga MX,RES,United States,Left,3,2,Medium/Medium,Normal (185+),No,1600000,67,34,43,43,60,67
I. Hernández,Illian Hernández,61,71,21,181,83,Pachuca,Mexican Liga MX,RES,Mexico,Right,3,2,High/Medium,Stocky (170-185),No,1400000,68,60,50,57,28,65
V. Moragrega,Vladimir Moragrega,61,69,22,185,79,Club Atlético de San Luis,Mexican Liga MX,SUB,Mexico,Right,3,2,High/Low,Normal (185+),No,1400000,57,64,45,61,24,54
F. Paradela,Federico Paradela,61,67,22,178,74,Club Atlético Sarmiento,Argentina Primera División,RES,Argentina,Right,3,2,High/Medium,Normal (170-185),No,866000,64,53,60,66,47,51
Anderson,Anderson Cordeiro Costa,61,70,22,176,70,CF Fuenlabrada,Spanish Segunda División,SUB,Brazil,Right,3,3,Medium/Medium,Normal (170-185),No,1300000,69,52,57,61,26,46
P. Pérez,Pavel Pérez,61,68,23,168,65,Club Deportivo Guadalajara,Mexican Liga MX,RES,Mexico,Right,3,2,Medium/Medium,Lean (170-),No,1200000,71,54,59,63,49,53
Luís Mota,Luís Fellipe Rodrigues Mota,61,71,17,183,76,Belenenses SAD,Portuguese Liga ZON SAGRES,RES,Portugal,Right,2,2,Medium/Medium,Lean (170-185),No,1600000,55,66,44,56,26,53
N. Bitumazala,Nathan Bitumazala,61,77,18,178,68,Paris Saint-Germain,French Ligue 1,RES,France,Right,3,3,Medium/Medium,Lean (170-185),No,2000000,67,42,55,63,59,56
J. Rak-Sakyi,Jesurun Rak-Sakyi,61,77,18,178,73,Crystal Palace,English Premier League,RES,England,Left,3,3,High/Medium,Lean (170-185),No,2100000,69,61,57,64,24,46
Recasens,Lluís Recasens Vives,61,81,19,183,72,RCD Espanyol de Barcelona,Spain Primera Division,RES,Spain,Right,3,2,Medium/High,Normal (170-185),No,2700000,61,28,50,54,62,63
W. Goodwin,Will Goodwin,61,75,19,193,90,Hartlepool United,English League Two,RS,England,Right,3,2,Medium/Medium,Normal (185+),No,,67,59,44,58,28,73
César,César Valero Álvarez,61,71,20,178,72,UD Ibiza,Spanish Segunda División,RES,Spain,Right,3,2,Medium/Medium,Lean (170-185),No,1200000,61,46,60,59,60,55
Iván Serrano,Iván Serrano García,61,73,20,175,72,Burgos CF,Spanish Segunda División,RES,Spain,Left,3,3,High/Medium,Normal (170-185),No,1300000,81,35,49,57,55,67
N. Palavecino,Nicolás Palavecino,61,76,18,186,77,Estudiantes de La Plata,Argentina Primera División,RES,Argentina,Left,3,3,High/Medium,Lean (185+),No,1600000,61,63,61,61,46,53
Pablo Ibáñez,Pablo Ibáñez Lumbreras,61,71,22,179,74,CA Osasuna,Spain Primera Division,RES,Spain,Right,3,3,Medium/High,Lean (170-185),No,1700000,59,47,59,58,58,58
Diego López,Diego López Noguerol,61,77,19,172,63,Valencia CF,Spain Primera Division,RES,Spain,Right,4,2,High/Medium,Lean (170-185),No,2300000,70,61,52,61,34,51
Pablo Felipe,Pablo Felipe Pereira de Jesus,61,81,17,184,76,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,RES,Brazil,Right,3,2,Medium/Medium,Normal (170-185),No,2800000,69,64,44,57,24,52
Daniel Penha,Daniel dos Santos Penha,61,68,22,170,70,Newcastle Jets,Australian Hyundai A-League,SUB,Brazil,Left,3,2,Medium/Medium,Normal (170-),No,979000,67,47,62,66,33,52
J. McAtee,James McAtee,61,77,18,187,78,Manchester City,English Premier League,RES,England,Right,3,2,High/Medium,Normal (185+),No,2000000,63,59,58,66,40,53
Joel Jiménez,Joel Jiménez Portero,61,71,21,187,79,Real Sporting de Gijón,Spanish Segunda División,RES,Spain,Right,2,1,Medium/Medium,Normal (185+),No,1200000,,,,,,
M. Soulas,Maxime Soulas,61,69,22,191,74,SønderjyskE,Danish Superliga,SUB,France,Right,2,2,Medium/High,Normal (185+),No,1000000,63,35,49,50,59,64
L. Gechter,Linus Gechter,61,79,17,187,80,Hertha BSC,German 1. Bundesliga,RES,Germany,Right,4,2,Medium/High,Normal (185+),No,1800000,61,33,38,38,64,64
G. Halford,Greg Halford,60,60,36,193,81,Waterford FC,Rep. Ireland Airtricity League,SUB,England,Right,3,2,Medium/Medium,Normal (185+),No,78000,45,54,58,52,60,66
D. Gerken,Dean Jeffrey Gerken,60,60,36,183,77,Colchester United,English League Two,SUB,England,Right,3,1,Medium/Medium,Normal (170-185),No,44000,,,,,,
S. Flinders,Scott Liam Flinders,60,60,35,193,87,Cheltenham Town,English League One,GK,England,Right,2,1,Medium/Medium,Normal (185+),No,44000,,,,,,
M. Sadler,Mathew John Sadler,60,60,36,180,74,Walsall,English League Two,RES,England,Left,3,2,Low/Medium,Normal (170-185),No,79000,49,39,49,49,60,67
J. Taylor,Jason James Taylor,60,60,34,185,71,Barrow,English League Two,SUB,England,Right,2,2,Medium/High,Normal (185+),No,193000,40,51,57,56,59,76
A. Wordsworth,Anthony Wordsworth,60,60,32,185,76,Waterford FC,Rep. Ireland Airtricity League,SUB,England,Left,4,2,High/Medium,Normal (185+),No,295000,55,57,62,57,47,61
D. Lyness,Dean James Lyness,60,60,29,191,76,St. Mirren,Scottish Premiership,SUB,England,Right,2,1,Medium/Medium,Stocky (185+),No,298000,,,,,,
R. Lainton,Robert Paul Lainton,60,60,31,193,79,Wrexham AFC,English National League,GK,England,Right,2,1,Medium/Medium,Normal (185+),No,280000,,,,,,
J. Hyde,Jake Matthew Hyde,60,60,31,185,84,Wrexham AFC,English National League,LS,England,Right,3,2,Medium/Medium,Normal (185+),No,452000,64,59,50,59,27,70
L. García,Luis Arcadio García Bañuelos,60,60,28,171,65,Club Necaxa,Mexican Liga MX,SUB,Mexico,Right,3,2,Medium/Medium,Normal (170-185),No,425000,75,61,55,65,35,51
K. Thomas,Kwame Blair Thomas,60,65,25,190,76,Wrexham AFC,English National League,SUB,England,Left,3,3,Medium/Medium,Lean (185+),No,834000,72,58,48,57,36,68
J. Phojo,Jérôme Phojo,60,60,28,178,71,Clermont Foot 63,French Ligue 1,RES,France,Right,3,2,Medium/High,Normal (170-185),No,440000,63,37,57,59,59,51
D. Sweeney,Daniel Liam Sweeney,60,61,27,191,78,Forest Green Rovers,English League Two,CB,England,Right,2,2,Medium/High,Normal (185+),No,502000,57,51,59,58,58,71
F. Vázquez,Fabio Francisco Vázquez,60,61,27,183,76,Patronato,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,419000,57,46,55,62,60,71
E. Dieseruvwe,Emmanuel Aghogho Dieseruvwe,60,63,26,195,84,Tranmere Rovers,English League Two,SUB,England,Right,3,2,Medium/Medium,Lean (185+),No,593000,67,58,46,53,27,72
A. Chapman,Aaron James Chapman,60,60,31,203,92,Gillingham,English League One,SUB,England,Right,1,1,Medium/Medium,Normal (185+),No,228000,,,,,,
D. Whitehead,Danny Whitehead,60,60,27,179,69,Port Vale,English League Two,RES,England,Right,3,2,High/Medium,Lean (170-185),No,438000,67,58,59,62,52,63
D. Wilson,Donovan Junior Wilson,60,66,24,180,70,Sutton United,English League Two,LS,England,Left,3,2,Medium/Medium,Normal (170-185),No,780000,78,59,46,59,22,62
R. Watson,Rory Watson,60,65,25,190,85,Scunthorpe United,English League Two,GK,England,Right,2,1,Medium/Medium,Normal (185+),No,548000,,,,,,
E. Sánchez,Alfonso Emilio Sánchez Castillo,60,61,27,182,75,Mazatlán Futbol Club,Mexican Liga MX,LCM,Mexico,Right,2,2,High/Low,Lean (170-185),No,474000,50,52,63,59,39,59
M. Do Couto,Maxime Do Couto Teixeira,60,66,24,172,62,FC Sochaux-Montbéliard,French Ligue 2,LM,France,Right,2,3,Medium/Medium,Lean (170-185),No,780000,72,55,52,66,33,36
J. Düker,Julius Düker,60,63,25,188,80,TSV Havelse,German 3. Bundesliga,LS,Germany,Left,3,2,Medium/High,Lean (185+),No,496000,66,57,53,62,34,69
S. Shamal,Steve Shamal,60,63,25,181,73,Stade Malherbe Caen,French Ligue 2,SUB,France,Right,3,3,High/Low,Lean (170-185),No,593000,70,55,49,67,20,49
D. Chávez,Diego Chávez Collins,60,63,26,185,65,Deportivo Toluca,Mexican Liga MX,RES,Mexico,Right,3,2,Medium/Medium,Normal (185+),No,577000,53,60,61,62,48,71
J. Sowerby,Jack Anthony Charles William Sowerby,60,63,26,175,78,Northampton Town,English League Two,SUB,England,Right,2,2,Medium/Medium,Normal (170-185),No,593000,47,48,54,61,58,60
N. Miracco,Nicolás Juan Gabriel Miracco,60,60,30,175,70,Arsenal de Sarandí,Argentina Primera División,RES,Argentina,Right,3,3,Medium/Low,Lean (170-185),No,348000,64,61,62,62,31,49
S. Harrison,Shayon Adam Harrison,60,67,23,183,68,Morecambe,English League One,SUB,England,Left,3,3,High/Medium,Lean (170-185),No,975000,74,58,45,61,21,60
D. Agyei,Daniel Ebenezer Kwasi Agyei,60,67,24,183,77,Oxford United,English League One,SUB,England,Left,3,3,High/Medium,Normal (170-185),Yes,975000,73,57,49,60,29,67
T. Wiesner,Tim Wiesner,60,67,24,192,87,VfL Osnabrück,German 3. Bundesliga,RES,Germany,Right,3,1,Medium/Medium,Normal (185+),No,701000,,,,,,
R. Diarra,Raphaël Diarra,60,64,26,185,76,Oldham Athletic,English League Two,SUB,France,Right,2,2,Medium/Medium,Normal (185+),No,548000,44,29,45,42,61,63
W. Patching,William Luke Patching,60,66,22,185,70,Dundalk FC,Rep. Ireland Airtricity League,SUB,England,Right,3,3,Medium/Medium,Lean (185+),No,700000,63,55,61,62,44,57
E. Iandolo,Ellis Carlo Iandolo,60,67,23,186,71,Swindon Town,English League Two,SUB,England,Left,3,2,High/Medium,Lean (185+),No,926000,73,48,52,60,55,60
N. Hoffmann,Niklas Hoffmann,60,66,24,194,78,FC Würzburger Kickers,German 3. Bundesliga,CDM,Germany,Right,3,2,Medium/Medium,Lean (185+),No,578000,32,30,44,47,61,72
A. Lejoly,Antoine Lejoly,60,67,23,188,76,K Beerschot VA,Belgian Jupiler Pro League,RES,Belgium,Right,3,1,Medium/Medium,Normal (185+),No,701000,,,,,,
L. Davies,Leon Ross Nikoro Davies,60,65,21,180,70,Cambridge United,English League One,SUB,England,Right,3,2,Medium/Medium,Normal (170-185),No,684000,80,45,55,57,53,60
M. Remacle,Martin Remacle,60,65,24,176,73,FC Botoşani,Romanian Liga I,SUB,Belgium,Right,4,3,Medium/Medium,Normal (170-185),No,534000,65,55,58,66,54,62
G. Miller,George Miller,60,67,23,178,64,Walsall,English League Two,ST,England,Right,3,2,High/Medium,Normal (170-185),No,,75,59,43,61,31,67
F. Antonini,Fermín Antonini,60,65,23,179,73,Club Atlético Sarmiento,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,572000,61,52,60,58,35,64
M. Feeney,Morgan Feeney,60,68,22,190,73,Carlisle United,English League Two,SUB,England,Right,2,2,Low/High,Normal (185+),Yes,1000000,46,32,38,38,61,62
N. Sheron,Nathan Sheron,60,68,23,183,64,Harrogate Town,English League Two,SUB,England,Right,3,2,Medium/High,Normal (170-185),No,1000000,63,38,50,55,59,70
Z. Mills,Zachary Louvaine Mills,60,60,29,182,83,Walsall,English League Two,SUB,England,Right,4,2,High/Medium,Normal (170-185),No,385000,69,45,53,56,55,70
R. Assibey-Mensah,Raphael Assibey-Mensah,60,70,21,180,75,SC Freiburg II,German 3. Bundesliga,SUB,Germany,Right,2,2,Medium/Medium,Stocky (170-185),No,908000,79,58,52,61,25,58
M. Nanizayamo,Mickaël Ange Nanizayamo,60,66,23,191,88,FC Lausanne-Sport,Swiss Super League,SUB,France,Left,4,2,Medium/Medium,Normal (185+),No,578000,58,25,39,37,59,74
S. Tracey,Shilow Ethan Tracey,60,69,23,179,76,Cambridge United,English League One,RM,England,Right,2,3,High/Medium,Normal (170-185),No,1100000,76,54,54,63,42,56
E. Osborne,Elliot James Osborne,60,63,25,183,75,Stevenage,English League Two,RAM,England,Right,3,2,Medium/Medium,Normal (170-185),No,593000,71,53,59,58,54,65
A. Read,Arthur James Read,60,71,21,178,64,Stevenage,English League Two,SUB,England,Left,4,2,Medium/Medium,Normal (170-185),No,1100000,67,54,57,63,52,65
N. Kirby,Nya Jerome Kirby,60,74,21,174,66,Crystal Palace,English Premier League,RES,England,Right,2,3,Medium/Low,Lean (170-185),No,1500000,71,47,56,64,36,51
D. Jarvis,Daniel Adam Jarvis,60,67,23,171,73,Wrexham AFC,English National League,SUB,England,Right,3,2,High/Medium,Lean (170-185),No,1200000,73,55,60,63,54,57
A. Lewis,Alfie Lewis,60,70,21,185,78,St. Patrick's Athletic,Rep. Ireland Airtricity League,LCM,England,Right,3,2,High/Medium,Lean (185+),Yes,963000,63,55,58,63,54,58
S. Bone,Samuel Bone,60,66,22,183,85,St. Patrick's Athletic,Rep. Ireland Airtricity League,SUB,England,Right,2,2,Medium/High,Stocky (170-185),No,613000,53,41,51,53,58,71
C. Theisen,Christopher Theisen,60,60,28,187,75,FC Viktoria 1889 Berlin,German 3. Bundesliga,SUB,Germany,Left,3,2,High/Medium,Lean (185+),No,363000,63,56,56,56,59,76
G. Coudert,Grégoire Coudert,60,70,22,191,83,Stade Brestois 29,French Ligue 1,SUB,France,Left,3,1,Medium/Medium,Normal (185+),No,1000000,,,,,,
K. Taylor,Kyle Taylor,60,69,22,178,70,Exeter City,English League Two,SUB,England,Right,3,3,High/Medium,Lean (170-185),Yes,1100000,65,54,60,63,50,59
R. Meraz,Roberto Ismael Meraz Bernal,60,70,21,180,78,Mazatlán Futbol Club,Mexican Liga MX,RES,Mexico,Right,2,2,Medium/Medium,Normal (170-185),No,1000000,66,46,57,56,62,65
R. Bennett,Richard Bennett,60,60,30,193,90,Sutton United,English League Two,SUB,England,Left,3,2,Medium/Medium,Normal (185+),No,420000,56,59,42,54,25,76
H. Brockbank,Harry William Brockbank,60,67,22,180,73,Bolton Wanderers,English League One,SUB,England,Right,3,2,Medium/Medium,Lean (170-185),No,926000,67,26,46,58,58,66
A. Hartridge,Alex Duncan Hartridge,60,70,22,185,72,Exeter City,English League Two,LCB,England,Left,2,2,High/Medium,Normal (185+),No,1000000,71,28,45,49,59,69
L. Burgess,Luke Eugene Carroll-Burgess,60,70,22,178,70,Salford City,English League Two,SUB,England,Left,3,2,Medium/Medium,Normal (170-185),No,1100000,73,53,55,60,41,50
T. Smith,Tyler Smith,60,70,22,178,67,Hull City,English League Championship,SUB,England,Right,3,2,Medium/Medium,Normal (170-185),No,1100000,79,59,46,64,21,46
T. Durso,Tomás Durso,60,70,22,185,80,Gimnasia y Esgrima La Plata,Argentina Primera División,RES,Argentina,Right,3,1,Medium/Medium,Normal (185+),No,808000,,,,,,
J. Dinzeyi,Jonathan Dinzeyi,60,74,21,183,83,Carlisle United,English League Two,SUB,England,Right,3,2,Medium/Medium,Lean (170-185),No,1400000,60,33,38,48,64,58
L. Finochietto,Leandro Farid Finochietto,60,68,24,182,81,Argentinos Juniors,Argentina Primera División,SUB,Argentina,Right,2,1,Medium/Medium,Normal (170-185),No,808000,,,,,,
G. McEachran,George McEachran,60,74,20,172,65,Chelsea,English Premier League,RES,England,Left,3,3,Medium/Medium,Lean (170-185),No,1500000,61,45,63,64,49,44
J. Stevens,Jordan Stevens,60,70,21,178,70,Barrow,English League Two,SUB,England,Right,3,2,Medium/Medium,Lean (170-185),No,1100000,72,46,56,64,45,54
B. Goodliffe,Ben Goodliffe,60,68,22,192,80,Sutton United,English League Two,RCB,England,Right,2,2,Low/Medium,Normal (185+),No,1000000,53,25,41,42,60,73
J. Ogedi-Uzokwe,Junior Chukwuemeka Ogedi-Uzokwe,60,60,27,185,76,Derry City,Rep. Ireland Airtricity League,RS,England,Right,3,3,Medium/Medium,Lean (185+),No,,86,59,50,61,29,60
R. Sandoval,Raúl Martín Sandoval Zavala,60,74,21,173,66,Club Necaxa,Mexican Liga MX,LB,Mexico,Left,3,2,High/High,Lean (170-185),No,1300000,69,49,50,60,56,55
M. Čović,Maurice Dominick Čović,60,66,23,175,65,Hertha BSC,German 1. Bundesliga,RES,Germany,Right,4,3,Medium/Low,Lean (170-185),No,760000,70,44,55,70,35,33
E. Cantú,Eric David Cantú Guerrero,60,70,22,178,72,Club Atlético de San Luis,Mexican Liga MX,RES,Mexico,Right,3,2,Medium/Medium,Lean (170-185),No,,67,43,57,64,59,59
S. Walker,Stephen Walker,60,76,20,181,72,Tranmere Rovers,English League Two,RES,England,Right,2,3,High/Medium,Lean (170-185),No,,75,57,50,63,33,55
L. Chávez,Rolando Lautaro Chávez,60,74,20,170,65,Gimnasia y Esgrima La Plata,Argentina Primera División,RES,Argentina,Right,3,3,Medium/Medium,Normal (170-),No,1300000,62,61,51,66,26,41
I. Moreno,Iván Jared Moreno Füguemann,60,69,23,173,70,Mazatlán Futbol Club,Mexican Liga MX,SUB,Mexico,Right,3,2,Medium/Medium,Normal (170-185),No,1000000,68,48,63,64,45,51
D. Musovski,Danny Musovski,60,64,25,182,72,Los Angeles FC,USA Major League Soccer,SUB,United States,Right,4,2,Medium/Medium,Normal (170-185),No,551000,60,59,48,61,25,58
M. Kamenz,Matti Kamenz,60,66,22,187,80,FSV Zwickau,German 3. Bundesliga,SUB,Germany,Right,3,1,Medium/Medium,Normal (185+),No,536000,,,,,,
C. Seaman,Charlie Seaman,60,71,21,173,64,Doncaster Rovers,English League One,SUB,England,Right,2,2,High/Medium,Normal (170-185),No,1000000,72,42,49,58,54,57
Baltazar,Baltazar Costa Rodrigues de Oliveira,60,73,21,178,77,FC Sion,Swiss Super League,SUB,Brazil,Right,3,2,Medium/Medium,Stocky (170-185),No,1200000,66,51,59,64,54,69
M. Broschinski,Moritz Broschinski,60,72,20,190,77,Borussia Dortmund II,German 3. Bundesliga,SUB,Germany,Right,3,3,Medium/Medium,Lean (185+),No,990000,76,58,46,58,23,60
E. Henschel,Erik Henschel,60,65,24,185,78,TSV Havelse,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Normal (185+),No,534000,73,42,54,56,53,67
C. Frommann,Constantin Frommann,60,70,23,185,78,SV Meppen,German 3. Bundesliga,SUB,Germany,Right,3,1,Medium/Medium,Normal (185+),No,784000,,,,,,
Y. Bangsow,Yannik Bangsow,60,68,23,192,84,Eintracht Braunschweig,German 3. Bundesliga,SUB,Germany,Right,4,1,Medium/Medium,Normal (185+),No,784000,,,,,,
S. Karweina,Sinan Karweina,60,64,22,173,68,Türkgücü München,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Low,Lean (170-185),No,572000,73,59,49,65,21,45
R. Rösch,Romario Rösch,60,69,22,182,75,1. FSV Mainz 05,German 1. Bundesliga,RES,Germany,Right,4,2,Medium/Medium,Normal (170-185),No,1100000,59,57,53,63,35,53
N. Ochojski,Nico Ochojski,60,68,22,182,73,Sportclub Verl,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Lean (170-185),No,866000,64,34,52,54,56,64
C. Green,Cameron Green,60,66,22,183,72,Wrexham AFC,English National League,SUB,England,Left,4,3,High/Medium,Lean (170-185),No,881000,79,44,54,59,53,60
M. Harsman,Matthis Harsman,60,68,21,190,80,SV Meppen,German 3. Bundesliga,SUB,Germany,Right,3,1,Medium/Medium,Lean (185+),No,784000,,,,,,
